,HCPID,alpha,proc.temp,proc.LL,decay,decl.temp,decl.LL,best.model,diff.LL
182,137128_fnca,0.01004657158549661,1.9999999992781214,-44.424930512806036,0.010012116769203806,1.9999999994294795,-45.93293345037904,Procedural,1.5080029375730035
183,159239_fnca,0.010000000013344886,0.01905723401896515,-58.938388010992085,0.010043150668259495,1.9999999983961851,-78.33203524991902,Procedural,19.39364723892693
184,127630_fnca,0.010000000003608695,0.02367180446386446,-72.0375207415047,0.010032399158209858,1.9999999989859856,-76.8853036242308,Procedural,4.847782882726108
185,134234_fnca,0.010000066061577597,0.009999947123441539,-20.00466199994083,0.07688613012817454,0.8859086648728752,-58.06982468216144,Procedural,38.06516268222061
186,154431_fnca,0.010000956242851869,0.045699554413961216,-57.031147568597255,0.010025912087950032,1.9999999997757607,-75.39684005160552,Procedural,18.365692483008267
187,142828_fnca,0.03248734949510295,0.0717843231306537,-69.93541693287501,0.010031170756575284,1.9999999994960258,-76.60520495838968,Procedural,6.669788025514663
188,137027_fnca,0.010000000073793666,0.04913229929727697,-63.12660126325855,0.01002764577710568,1.9999999994044027,-77.58214354600699,Procedural,14.45554228274844
189,159441_fnca,0.010044459648465745,1.999999999693007,-44.517319897755904,0.010005402599093697,1.9999999989949004,-45.96845848785194,Procedural,1.4511385900960363
190,105216_fnca,0.516511424577297,1.023987183167972,-41.93480487960777,0.07755364500033621,1.999999999388372,-47.86016012202032,Procedural,5.92535524241255
191,138534_fnca,0.010045865798075431,1.9999999990600081,-44.3741102322125,0.010015276020523581,1.9999999998647844,-44.56179011085199,Procedural,0.18767987863948576
192,128329_fnca,0.1314747276087259,0.8120074229196744,-43.662516838398275,0.28207792546678034,1.9607311327232309,-44.119291221911894,Procedural,0.45677438351361843
193,155635_fnca,0.010000000002417502,0.029775446300417098,-59.234072445912744,0.010030314434010765,1.9999999994650417,-77.24975949928302,Procedural,18.01568705337027
194,113619_fnca,0.06703245050111747,0.1136920470885966,-74.25317061828761,0.010043599206048245,1.999999998356771,-78.56802791687889,Procedural,4.314857298591278
195,117324_fnca,0.04774838602716742,0.09508713337662114,-45.26535001975696,0.010015291229961698,1.999999999256966,-72.08446882822808,Procedural,26.819118808471124
196,144226_fnca,0.9788941776883743,1.702450746486996,-42.20377102720985,1.9999497512814366,1.9999280591013728,-40.765972445852015,Declarative,-1.437798581357832
197,994273_fnca,0.010000000005277527,0.011154588198484805,-68.6141956704618,0.010020062593486692,1.9999999995808548,-85.3254428324415,Procedural,16.7112471619797
198,115320_fnca,0.08576890539311406,0.6606983200866242,-43.57839758673665,0.4914480674042189,1.9999930200857177,-43.156154993318914,Declarative,-0.4222425934177352
